Customer ID,Assigned RM,Customer Type,Priority/Private,Transaction Label,AUM Label,Propensity BAC,Propensity SB,Propensity RD,Score Overall,Score BAC,Score SB,Score RD,Risk Profile
6269,RM004,Very High Net Worth,Priority,Low,Medium,Low,Medium,Medium,5,1,2,2,Conservative
6271,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Balanced
6274,RM004,High Net Worth,Priority,High,Low,Low,Qualified,High,8,1,4,3,Aggressive
6282,RM004,High Net Worth,Priority,Low,High,High,Low,High,7,3,1,3,Growth
6290,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6292,RM004,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
6296,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,
6297,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
6303,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Medium,6,1,3,2,Balanced
6304,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6308,RM004,High Net Worth,Priority,Medium,Low,Low,Qualified,Low,6,1,4,1,Balanced
6312,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6313,RM004,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Growth
6317,RM004,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6323,RM004,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Balanced
6325,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Aggressive
6336,RM004,High Net Worth,Priority,High,Medium,Low,Qualified,Qualified,9,1,4,4,Aggressive
6340,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6341,RM004,Very High Net Worth,Priority,Low,High,High,Low,High,7,3,1,3,Balanced
6346,RM004,High Net Worth,Priority,Medium,High,Low,Low,Qualified,6,1,1,4,Growth
6347,RM004,High Net Worth,Priority,Low,Medium,Low,Medium,Medium,5,1,2,2,Balanced
6353,RM004,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Conservative
6354,RM004,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
6355,RM004,High Net Worth,Priority,Low,High,Low,Low,Qualified,6,1,1,4,Conservative
6358,RM004,High Net Worth,Priority,High,High,Low,Medium,Low,4,1,2,1,Balanced
6360,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
6361,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6362,RM004,High Net Worth,Priority,High,High,High,High,Low,7,3,3,1,Balanced
6365,RM004,Very High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Balanced
6368,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6370,RM004,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Balanced
6371,RM004,High Net Worth,Priority,Low,High,Low,Low,Medium,4,1,1,2,Conservative
6382,RM004,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
6384,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6391,RM004,High Net Worth,Priority,Low,High,Qualified,Low,Low,6,4,1,1,Conservative
6395,RM004,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Balanced
6401,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
6402,RM004,High Net Worth,Priority,Low,Medium,Low,Low,Qualified,6,1,1,4,Aggressive
6404,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
6407,RM004,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Conservative
6411,RM004,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
6418,RM004,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Conservative
6424,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Conservative
6425,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
6427,RM004,High Net Worth,Priority,Medium,Medium,Low,Medium,Qualified,7,1,2,4,Conservative
6433,RM004,High Net Worth,Priority,High,High,High,Qualified,Low,8,3,4,1,Balanced
6435,RM004,High Net Worth,Priority,Low,High,Low,Low,Medium,4,1,1,2,Growth
6438,RM004,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
6444,RM004,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
6447,RM004,High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Balanced
6450,RM004,High Net Worth,Priority,Low,Low,Low,Low,Medium,4,1,1,2,Moderate
6459,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6465,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6466,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
6468,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
6470,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Moderate
6473,RM004,Very High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Balanced
6479,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
6494,RM004,High Net Worth,Priority,High,High,Qualified,Qualified,Medium,10,4,4,2,Growth
6496,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
6497,RM004,High Net Worth,Priority,High,High,Medium,Qualified,Qualified,10,2,4,4,Moderate
6501,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Aggressive
6502,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6504,RM004,High Net Worth,Priority,Low,Medium,Low,Low,High,5,1,1,3,Growth
6511,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6513,RM004,High Net Worth,Priority,Low,High,High,Low,High,7,3,1,3,Aggressive
6517,RM004,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Balanced
6520,RM004,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Conservative
6523,RM004,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Balanced
6525,RM004,High Net Worth,Priority,Medium,Low,Low,Low,Qualified,6,1,1,4,Conservative
6527,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
6528,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
6529,RM004,High Net Worth,Priority,Low,Medium,High,Low,Qualified,8,3,1,4,Conservative
6533,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6537,RM004,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Moderate
6538,RM004,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6539,RM004,Ultra High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6540,RM004,High Net Worth,Priority,Medium,High,Low,High,Qualified,8,1,3,4,Aggressive
6546,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
6547,RM004,High Net Worth,Priority,High,Medium,Low,High,Qualified,8,1,3,4,Growth
6557,RM004,High Net Worth,Priority,High,High,High,Qualified,High,10,3,4,3,Growth
6561,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
6562,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
6567,RM004,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Growth
6568,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6570,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
6575,RM004,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Conservative
6576,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
6581,RM004,High Net Worth,Priority,Low,Medium,Qualified,Low,Low,6,4,1,1,Moderate
6586,RM004,High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Balanced
6587,RM004,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Balanced
6593,RM004,High Net Worth,Priority,Medium,Low,Low,Qualified,Low,6,1,4,1,Moderate
6594,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
6595,RM004,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Growth
6598,RM004,High Net Worth,Priority,Low,Zero,Qualified,Low,Low,6,4,1,1,Moderate
6601,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Balanced
6602,RM004,Very High Net Worth,Priority,Medium,High,Medium,High,Low,6,2,3,1,Growth
6610,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
6617,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
6621,RM004,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Balanced
6623,RM004,Very High Net Worth,Priority,Low,Low,Low,Low,Qualified,6,1,1,4,Moderate
6627,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Conservative
6630,RM004,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Conservative
6632,RM004,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Moderate
6635,RM004,High Net Worth,Priority,Medium,Low,Low,High,High,7,1,3,3,Aggressive
6638,RM004,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
6640,RM004,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
6642,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Aggressive
6648,RM004,High Net Worth,Priority,Low,High,Low,Low,Qualified,6,1,1,4,Moderate
6653,RM004,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
6658,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6659,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6661,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
6667,RM004,High Net Worth,Priority,Low,Medium,Low,Low,Qualified,6,1,1,4,Balanced
6669,RM004,High Net Worth,Priority,High,Medium,Low,Medium,Medium,5,1,2,2,Conservative
6670,RM004,High Net Worth,Priority,High,Medium,Qualified,High,Qualified,11,4,3,4,Moderate
6674,RM004,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Moderate
6676,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
6677,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
6678,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
6679,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
6684,RM004,High Net Worth,Priority,High,Low,High,Qualified,High,10,3,4,3,Growth
6691,RM004,High Net Worth,Priority,Medium,Medium,Qualified,High,Low,8,4,3,1,Balanced
6699,RM004,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
6704,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
6707,RM004,High Net Worth,Priority,Medium,High,Low,Low,High,5,1,1,3,Conservative
6708,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6713,RM004,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Conservative
6714,RM004,High Net Worth,Priority,High,High,Low,Low,High,5,1,1,3,Growth
6715,RM004,High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Growth
6718,RM004,High Net Worth,Priority,Medium,Medium,Low,Low,Qualified,6,1,1,4,Growth
6732,RM004,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Aggressive
6736,RM004,High Net Worth,Priority,Medium,Medium,Low,Medium,High,6,1,2,3,Conservative
6739,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6741,RM004,High Net Worth,Priority,Medium,Medium,Qualified,Low,Qualified,9,4,1,4,Aggressive
6743,RM004,High Net Worth,Priority,High,High,High,Low,High,7,3,1,3,Conservative
6747,RM004,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
6748,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6761,RM005,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Conservative
6764,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
6765,RM005,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Moderate
6769,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6771,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
6782,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6792,RM005,High Net Worth,Priority,Low,Low,High,Low,Low,5,3,1,1,Aggressive
6794,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
6798,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6802,RM005,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Conservative
6805,RM005,High Net Worth,Priority,Medium,Medium,Low,Medium,High,6,1,2,3,Growth
6809,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
6812,RM005,High Net Worth,Priority,Low,Medium,Low,Low,Medium,4,1,1,2,Conservative
6813,RM005,Very High Net Worth,Priority,High,High,High,High,Medium,8,3,3,2,Growth
6816,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
6818,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
6822,RM005,Very High Net Worth,Priority,High,High,High,High,High,9,3,3,3,Growth
6823,RM005,Very High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Conservative
6827,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
6834,RM005,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
6836,RM005,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Growth
6837,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
6841,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Aggressive
6846,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6847,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
6856,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
6859,RM005,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Conservative
6862,RM005,High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Aggressive
6872,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6875,RM005,High Net Worth,Priority,High,High,Qualified,Qualified,Low,9,4,4,1,Growth
6876,RM005,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Conservative
6880,RM005,High Net Worth,Priority,Low,Medium,Low,High,High,7,1,3,3,Balanced
6881,RM005,High Net Worth,Priority,Low,Medium,Qualified,Low,Low,6,4,1,1,Moderate
6883,RM005,High Net Worth,Priority,High,Medium,Low,Low,Qualified,6,1,1,4,Moderate
6884,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
6891,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
6906,RM005,High Net Worth,Priority,Low,High,Low,Low,Qualified,6,1,1,4,Conservative
6912,RM005,High Net Worth,Priority,Low,Medium,Low,Medium,Medium,5,1,2,2,Moderate
6913,RM005,High Net Worth,Priority,High,Medium,Low,Low,Qualified,6,1,1,4,Conservative
6921,RM005,Very High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
6925,RM005,High Net Worth,Priority,Low,High,Low,Qualified,Low,6,1,4,1,Growth
6926,RM005,High Net Worth,Priority,Low,Medium,Low,Low,High,5,1,1,3,Balanced
6929,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
6934,RM005,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Conservative
6935,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
6939,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
6956,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6957,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Growth
6961,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6963,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
6977,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
6979,RM005,High Net Worth,Priority,Low,Low,Low,Medium,Low,4,1,2,1,Growth
6982,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
6988,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
6989,RM005,Very High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
6994,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
6996,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
6997,RM005,High Net Worth,Priority,Medium,Medium,Medium,Qualified,Low,7,2,4,1,Conservative
7002,RM005,High Net Worth,Priority,Medium,Low,Low,Qualified,Low,6,1,4,1,Balanced
7007,RM005,High Net Worth,Priority,Low,Medium,Low,Low,High,5,1,1,3,Balanced
7009,RM005,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
7022,RM005,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
7029,RM005,High Net Worth,Priority,Low,Low,Low,Low,Medium,4,1,1,2,Growth
7030,RM005,High Net Worth,Priority,High,Medium,Low,Medium,Low,4,1,2,1,Conservative
7037,RM005,Ultra High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Moderate
7039,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7040,RM005,High Net Worth,Priority,High,Medium,High,Low,Qualified,8,3,1,4,Conservative
7041,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
7042,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
7043,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
7044,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
7048,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
7054,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7055,RM005,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
7059,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
7060,RM005,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
7062,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
7068,RM005,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Growth
7072,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7073,RM005,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Moderate
7074,RM005,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Growth
7078,RM005,High Net Worth,Priority,High,Medium,Low,High,Qualified,8,1,3,4,Growth
7084,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
7086,RM005,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
7088,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
7090,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
7093,RM005,High Net Worth,Priority,Medium,Low,Low,High,Low,5,1,3,1,Balanced
7096,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Conservative
7098,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7099,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
7103,RM005,High Net Worth,Priority,Medium,High,Qualified,Low,Low,6,4,1,1,Moderate
7107,RM005,High Net Worth,Priority,Low,Zero,Qualified,Low,Low,6,4,1,1,Conservative
7109,RM005,High Net Worth,Priority,Medium,Medium,Low,Low,Qualified,6,1,1,4,Conservative
7117,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7120,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
7122,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7134,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
7136,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7149,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
7151,RM005,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
7166,RM005,High Net Worth,Priority,Low,Medium,Low,Low,Medium,4,1,1,2,Conservative
7168,RM005,Very High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Growth
7174,RM005,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Moderate
7175,RM005,High Net Worth,Priority,High,High,Low,Qualified,Qualified,9,1,4,4,Balanced
7176,RM005,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
7178,RM005,Ultra High Net Worth,Priority,Medium,High,High,Low,High,7,3,1,3,Conservative
7180,RM005,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Moderate
7181,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Aggressive
7182,RM005,High Net Worth,Priority,High,High,High,Qualified,High,10,3,4,3,Moderate
7183,RM005,High Net Worth,Priority,Low,Medium,Low,Medium,High,6,1,2,3,Conservative
7184,RM005,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
7185,RM005,High Net Worth,Priority,Medium,High,Low,Qualified,High,8,1,4,3,Balanced
7186,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Balanced
7187,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
7189,RM005,High Net Worth,Priority,High,Zero,Low,Low,Qualified,6,1,1,4,Growth
7190,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
7192,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
7195,RM005,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Growth
7198,RM005,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
7199,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
7200,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
7201,RM005,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,
7208,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
7213,RM005,Very High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
7217,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
7218,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Conservative
7223,RM005,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
7232,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
7235,RM005,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Balanced
7236,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
7238,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Balanced
7240,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
7241,RM005,High Net Worth,Priority,Medium,Medium,High,High,Qualified,10,3,3,4,Conservative
7242,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Moderate
7243,RM005,High Net Worth,Priority,Low,Medium,Qualified,Low,Low,6,4,1,1,Balanced
7244,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
7247,RM005,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Moderate
7249,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
7261,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Growth
7264,RM005,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Balanced
7265,RM005,Very High Net Worth,Priority,High,High,High,Low,Qualified,8,3,1,4,Balanced
7268,RM005,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
7269,RM005,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Balanced
7270,RM005,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
7272,RM005,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,
7274,RM005,High Net Worth,Priority,Low,High,Qualified,Low,Low,6,4,1,1,Moderate
7275,RM005,High Net Worth,Priority,Medium,High,Low,Medium,Low,4,1,2,1,Conservative
7276,RM005,High Net Worth,Priority,Low,High,Low,Low,High,5,1,1,3,Conservative
7277,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
7279,RM005,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Balanced
7284,RM005,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
7287,RM005,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Conservative
7289,RM005,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Moderate
7292,RM005,High Net Worth,Priority,High,High,Medium,Qualified,Low,7,2,4,1,Conservative
7297,RM005,Very High Net Worth,Priority,Medium,Medium,Qualified,Qualified,Low,9,4,4,1,Moderate
7303,RM005,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
7304,RM005,High Net Worth,Priority,Medium,Medium,High,Qualified,Qualified,11,3,4,4,Aggressive
7305,RM005,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
7311,RM005,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Conservative
7312,RM005,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
7313,RM005,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Balanced
7316,RM005,High Net Worth,Priority,High,High,Low,Qualified,Qualified,9,1,4,4,Growth
7321,RM005,Very High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,
